day,title,summary,start,end,type,location,categories
Thursday,"How ‘Café de l’Avenir’ Started","With Françoise LEFEVRE, president of the French association Café de l’avenir.
Location: Talent Connect’s Stand – B13",11:00,11:20,,"Talent Connect","#HR&talent\n#peoplematter\n#positiveimpact"
Thursday,"How SNCF Is Going Into A Third Stage Of Augmented Travel","With :
Pierre Matuchet, Directeur Marketing & Systèmes d’Information SNCF, Voyages SNCF",11:00,12:30,"Partners Program",,"#AR&VR\n#mobility\n#peoplematter"
Thursday,"Artificial Intelligence at BNP Paribas: What’s Next?","BNP Paribas CIB Analytics Consulting in Paris, together with its Data and Artificial Intelligence Lab, is using data science and AI to reveal insights and produce a number of advanced analytical models and applications in use throughout the bank to improve efficiencies and prediction models
Join us as we hear from Edouard d’Archimbaud (Head of Data & AI Lab) and Hugues Even (Head of Analytics Consulting)as they discuss:
– WHAT is Artificial Intelligence?
– WHY is it key for the Bank now?
– HOW do we embrace it?
Animat
Location: Lab BNP Paribas – C16",11:00,11:45,"Partners Program",,"#artificialintelligence\n#data\n#finance&insurance\n#nexttechs"
Thursday,"[Google Workshop: How To Make The Most Of Data] #InspiredByData: Companies",,11:00,11:20,Talks,"Stage 6",#startupacademy
Thursday,"EY Convergence Lab Revisited – Future of cities and mobility","EY Convergence Lab Revisited – Future of cities and mobility
Customers want to protect their most valuable asset – their wellbeing. They expect convenience, connectivity, to be informed and rewarded. Disruptive digital technology is accelerating and enabling new ecosystems to emerge. Converging sectors (eg. Health, Insurance and Life sciences, Technology) can deliver a network that satisfies customer demand, operational synergies and sustainable returns. By building a holistic ecosystem, companies are seamlessly connected by sensors and data. Everyone has something to gain – how do we commercialize the wellbeing ecosystem for all participants and sectors?
Caroline Das-Monfrais, Philippe Rambal, Jean-Pascal Guillemet
EY Booth Main stage",11:00,11:30,"Partners Program",,"#2050\n#mobility\n#smartcities"
Thursday,"Les Réseaux","Location : Lab Orange M07",11:00,12:00,"Partners Program",,"#nexttechs\n#peoplematter"
Thursday,"Successful Corporate-Start-Up Collaboration","Successful corporate-start-up collaboration: an example in the field of holographic technologies
INPI booth, Agora space (D 30)
Antoine Bezborodko, producer @ HoloForge Laurence Joly, Observatoire de la Propriété Industrielle, INPIJinane Kabbara, département des brevets, INPIMichel Rousseau, UX, UI and Design / dx team, Microsoft",11:00,11:30,"Partners Program",,"#AR&VR\n#entertainment\n#startupacademy"
Thursday,"How Social Media is Transforming HR Operations ?","Pitch by Experis, the professional resourcing and project-based solutions expert.
Ludmila CHARTON, Directrice des opérations, EXPERIS Marylin JACOBIERE, consultante social media, EXPERIS",11:00,11:30,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"Tour Guide by Eclaireur Office : Recruitment","Discover ManpowerGroup’s Lab and recruitment expertise with a 20min tour guide.
Eclaireur Office, ManpowerGroup’s innovation tank
 ",11:00,11:30,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"Challenge #1 Robots & Bots for Public Transport Stakes and Vision For IBM Presentation","With : Thierry GNYCH, Director at IBM Cognitive & Industry Solutions for Travel/Transportation industry
Location : Lab RATP M16",11:00,11:15,"Partners Program",,"#IoT\n#mobility\n#positiveimpact\n#smartcities"
Thursday,"Building and workplace","Meeting our Challenges: Building and workplace
David Ernest – Innovation Director VINCI Facilities",11:00,11:30,"Partners Program",,"#energy\n#industry"
Thursday,"CROSS TALK: Quinten: How to grow your startup through collaboration","Alexandre Templier – CEO, Quinten Bernard Hamelin – Global Head Medical Evidence Generation, Sanofi",11:00,11:30,"Partners Program",,"#data\n#health&wellbeing"
Thursday,"« Keynote : Réalité Virtuelle – Nouvelles Expériences et Business Model ? »","With : Guillaume Esmiol
Location : Lab TF1 N12",11:00,12:00,"Partners Program",,"#AR&VR\n#entertainment\n#media"
Thursday,"Grow Your Business with Facebook","Learn to grow your sales by connecting with your leads, website visitors and app users, or people in your ideal target audience. Extending your reach has never been this easy!
Nicolas Roux",11:00,11:30,"Partners Program",,"#marketing\n#startupacademy"
Thursday,"Education In 3D Videogame Worlds","« Education in 3D videogame worlds ». We create virtual educational worlds in video game environments in which teachers interact with pupils.
Kidscode 
Location: Booth P16 Hall 1
 ",11:00,11:50,"Partners Program",,"#education\n#funfunfun\n#peoplematter"
Thursday,"Retail Futur Trend : Which Futures For Retail?","With:
Usbek & Rica Blaise Mao (Editor in Chief)
Location; Lab Carrefour – N16",11:00,11:45,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Thursday,"Live Demo Moto Mods – Different Transforms Better","Location: Lenovo Stand – J12",11:00,11:30,"Partners Program",,#hardware
Thursday,"How To Develop My Start-Up","-Collaborer avec un grand compte
-Pilotage : choisir ses indicateurs
-Pilotage : spécial investisseurs
-Session de pitch starther
-Les pièges de la valorisation
-Financement de l’innovation
-Dispositifs fiscaux en faveur des start-up
Location: Stand KPMG – B24",11:00,12:00,"Partners Program",,"#b2bservices\n#startupacademy"
Thursday,"Always on analytics (Demo)","Location: Stand KPMG – B24",11:00,12:00,"Partners Program",,"#b2bservices\n#data\n#hardware"
Thursday,"HappyWork – Startup Ayant Pour Objectif de Faire Passer de la Hiérarchie Pyramidale au Management Libéré","With : Bastoun Talec & Isabelle Rappart/ Cofondateur
Location : Lab Nextdoor C42",11:00,11:30,"Partners Program",,"#data\n#nexttechs"
Thursday,"AI and Contextual Computing","Context-aware computing enables the  autonomous capture and evaluation of data from the surroundings. Context may be established using Big Data analytics and the use of various artificial intelligence technologies such as machine learning and deep learning techniques. How will this technology be used? What type of applications can we expect longer term?",11:05,11:35,Talks,"Stage 2","#artificialintelligence\n#data"
Thursday,"Building Trusted Digital Identity Networks","Is the secure exchange of any type of personal data possible? Learn how programs in Norway and Canada (involving governments, banks and start-ups) are paving the way",11:05,11:25,Talks,"Stage 3","#blockchain\n#civictech\n#data"
Thursday,"Transparency & Programmatic Buying: Is Tech Failing The Ad Industry?","Programmatic buying is billed as an efficient way to buy ads but also a means to craft more sophisticated and targeted campaigns.  But brands are unhappy that their ads purchased with programmatic buying are appearing next to objectionable content. It isn’t just racist or adult-themed content that brands have a problem with; many types of content can run counter to a brand’s mission, its ideals, or its politics about where it chooses to advertise itself. Technology created the problem; can it fix it?",11:05,11:35,Talks,"Stage 5",#marketing
Thursday,"Pioneering the Future",,11:15,11:55,Talks,"Stage 1",
Thursday,"KEYNOTE France Galop NEW LONGCHAMP","With : Damien Lecarreaux/Fabrice Favetto-Bon
Location : Lab PMU M12",11:15,11:30,"Partners Program",,#entertainment
Thursday,"Is AI Bigger than Big Data","Benjamin Delamare, Valeo data scientist",11:15,11:45,"Partners Program",,"#industry\n#mobility"
Thursday,"Mobile Well-being","Valeo & Start-ups : Boarding Ring, Nexperium, Neteera, LucieLabs, Nanomade, Ellcie Healthy, Swiss Custom Watches",11:15,13:00,"Partners Program",,"#industry\n#mobility"
Thursday,"Challenge #1 Robots & Bots for Public Transport Stakes and Vision for Vinci Energie Group Presentation","With :  Simon COUTEL, Smart City Business Manager at Vinci Energie
Location : Lab RATP M16",11:15,11:30,"Partners Program",,"#IoT\n#mobility\n#positiveimpact\n#smartcities"
Thursday,"Is AI Bigger than Big Data?","Our connected world (people, cars, devices) generates massive amounts of data. This tsunami of data is dramatically re-shaping our expectations for business intelligence and real-time analytics. What new opportunities does this present? And which new technologies could help us cope?",11:20,11:50,Talks,"Stage 4","#artificialintelligence\n#data\n#hardware\n#IoT"
Thursday,"Startups Pitch Sessions","Location : Lab LVMH M20",11:20,12:50,"Partners Program",,"#luxury\n#marketing"
Thursday,"[Google Workshop: How To Make The Most Of Data] #InspiredByData: Marketing",,11:20,11:40,Talks,"Stage 6",#startupacademy
Thursday,"Moonshot Surprise","Women have a key role to play as a driving force of digital transformation, both in the corporate world and in society at large. Unfortunately, our thinking is often biased by entrenched issues that often push female experts out of the limelight. As gender parity matters, VivaTech has partnered with influential women’s networks to promote a new generation of female entrepreneurs from around the world. The “Moonshot surprise” will bring 15 inspiring young women to give a short keynote address sharing where they get the energy that pushes them to reach for the moon. Come and be surprised!",11:25,11:30,Talks,"Stage 3",#womenrock
Thursday,"Peer-to-Peer Models In Alternative Finance","Harnessing technology and Big Data, P2P platforms connect borrowers to investors faster and cheaper than any bank. Meet three founders targeting this space from three different geographies.
In partnership with Paris Fintech Forum.",11:30,12:00,Talks,"Stage 3",#finance&insurance
Thursday,"Employer-Employee Relationship In The Digital Age","How can digital tools help corporates to shape a new employer-employee relationship?Learn more about this award
Come and discover these pitching startups:
– Clevy
– Domoscio
– Sparta
– SpartED
– Talentry",11:30,13:00,Pitches&Demos,Agora,"#b2bservices\n#data\n#HR&talent"
Thursday,"Toward 5G: IoT Challenge By Ericsson","Smart and efficient IoT applications in the perspective of 5GLearn more about this award
Come and discover these pitching startups:
– Adok
– FeetMe
– Parkmatch
– Predict-Adapt
– Pzartech Ltd.
– Qinteq
– Styl
– Wakeo
– Xee",11:30,13:00,Pitches&Demos,Pitch,"#data\n#IoT\n#nexttechs"
Thursday,"Meet Recruitment Experts:  Advices, Interviews, Apply For Job Offers And Give Your Resume","With ManpowerGroup’s recruitment experts
Location: Talent Connect’s Stand – B13",11:30,15:30,,"Talent Connect","#HR&talent\n#peoplematter"
Thursday,Jo&Joe,"Location: Lab AccorHotels – M21",11:30,12:00,"Partners Program",,"#hospitality\n#lifestyle\n#peoplematter"
Thursday,"Blockchain Case Studies","EY Experience Lab session
EY Booth Main Stage",11:30,12:00,"Partners Program",,"#blockchain\n#data\n#IoT"
Thursday,"C-Radar And INPI","C-Radar and INPI data: presentation of the BtoB C-Radar predictive sales and marketing platform
INPI booth, Agora space (D 30)
Christian Frisch,CEO, co founder, C-Radar",11:30,12:00,"Partners Program",,"#artificialintelligence\n#data\n#marketing"
Thursday,"Ethics Issues Raised by Human Enhancement","With André Choulika (PDG, Cellectis)",11:30,12:00,"Partners Program","Les Echos - Le Parisien","#artificialintelligence\n#health&wellbeing\n#media\n#peoplematter\n#retail&ecommerce"
Thursday,"A teamwork device: Microsoft Surface Hub","Presentation of the multi-touch collaboration device that unlocks the power of teamwork.",11:30,12:00,"Partners Program",,"#HR&talent\n#peoplematter"
Thursday,"Challenge #1 Robots & Bots for Public transport Start-up pitch round 1 Presentation 5′ each","Location : Lab RATP M16",11:30,12:00,"Partners Program",,"#IoT\n#mobility\n#positiveimpact\n#smartcities"
